============================== prooftrans ============================
Prover9 (32) version Dec-2007, Dec 2007.
Process 9864 was started by Bahar on Bahar-THINK,
Thu May  2 01:59:22 2013
260 prior(Ps(c2,c1),successor(f1(c3),c3)) | prior(Ps(c2,c1),c3).  [resolve(209,a,103,a)].
261 prior(Ps(c2,c1),successor(f1(c3),c3)) | prior(Ps(c1,c2),c3).  [resolve(209,a,102,a)].
267 prior(Ps(c1,c2),successor(f1(c3),c3)) | prior(Ps(c2,c1),c3).  [resolve(210,a,103,a)].
268 prior(Ps(c1,c2),successor(f1(c3),c3)) | prior(Ps(c1,c2),c3).  [resolve(210,a,102,a)].
275 prior(connect(c1,c2),successor(f1(c3),c3)) | -prior(Os(c1,c2),c3).  [resolve(238,a,89,a)].
286 prior(Ps(c2,c1),c3) | changes(c3,Ps(c2,c1)).  [resolve(260,a,157,c),merge(c),unit_del(b,158)].
293 prior(Ps(c2,c1),c3) | prior(Os(c1,x),successor(f1(c3),c3)) | -prior(Ps(c2,x),successor(f1(c3),c3)).  [resolve(260,a,87,c),unit_del(c,165)].
296 prior(Ps(c2,c1),c3) | prior(region(c2),successor(f1(c3),c3)).  [resolve(260,a,76,a)].
297 prior(Ps(c2,c1),c3) | -changes(c3,Ps(c1,c2)) | changes(c3,region(c1)) | changes(c3,region(c2)).  [resolve(286,b,123,b)].
309 prior(Ps(c2,c1),c3) | prior(Ps(c2,c2),successor(f1(c3),c3)) | prior(connect(f2(c2,c2,successor(f1(c3),c3)),c2),successor(f1(c3),c3)).  [resolve(296,b,138,c),unit_del(c,165)].
334 prior(Ps(c1,c2),c3) | prior(region(c2),successor(f1(c3),c3)).  [resolve(261,a,76,a)].
347 prior(Ps(c1,c2),c3) | prior(region(c2),successor(x,c3)) | -generator(x).  [resolve(334,b,131,c)].
357 prior(Ps(c1,c2),successor(f1(c3),c3)) | prior(Os(c1,x),c3) | -prior(Ps(c2,x),c3).  [resolve(267,b,87,c),unit_del(c,158)].
360 prior(Ps(c1,c2),successor(f1(c3),c3)) | prior(region(c2),c3).  [resolve(267,b,76,a)].
378 prior(Ps(c1,c2),successor(f1(c3),c3)) | prior(Ps(c2,c2),c3) | prior(connect(f2(c2,c2,c3),c2),c3).  [resolve(360,b,138,c),unit_del(c,158)].
384 prior(Ps(c1,c2),c3) | changes(c3,Ps(c1,c2)).  [resolve(268,a,157,c),merge(c),unit_del(b,158)].
390 prior(Ps(c1,c2),c3) | prior(Os(x,c2),successor(f1(c3),c3)) | -prior(Ps(c1,x),successor(f1(c3),c3)).  [resolve(268,a,87,d),unit_del(c,165)].
499 prior(Ps(c1,c2),c3) | prior(region(c2),successor(f1(successor(f1(c3),c3)),c3)).  [resolve(347,c,167,a)].
1854 prior(Ps(c2,c1),c3) | changes(c3,region(c1)) | changes(c3,region(c2)) | prior(Ps(c1,c2),c3).  [resolve(297,b,384,b)].
2896 prior(Ps(c2,c1),c3) | changes(c3,region(c1)) | prior(Ps(c1,c2),c3) | -prior(region(c2),successor(x,c3)) | -prior(region(c2),c3).  [resolve(1854,c,137,b)].
4137 prior(Ps(c2,c1),c3) | prior(Ps(c2,c2),successor(f1(c3),c3)) | -prior(region(c2),successor(f1(c3),c3)).  [resolve(309,c,139,d),merge(c),unit_del(c,165)].
8153 prior(Ps(c1,c2),successor(f1(c3),c3)) | prior(Ps(c2,c2),c3) | -prior(region(c2),c3).  [resolve(378,c,139,d),merge(c),unit_del(c,158)].
8173 prior(Ps(c1,c2),successor(f1(c3),c3)) | prior(Ps(c2,c2),c3).  [resolve(8153,c,360,b),merge(c)].
8176 prior(Ps(c1,c2),successor(f1(c3),c3)) | prior(Os(c1,c2),c3).  [resolve(8173,b,357,c),merge(b)].
8186 prior(Ps(c1,c2),successor(f1(c3),c3)) | prior(connect(c1,c2),successor(f1(c3),c3)).  [resolve(8176,b,275,b)].
8204 prior(Ps(c1,c2),successor(f1(c3),c3)) | prior(region(c1),successor(f1(c3),c3)).  [resolve(8186,b,72,b),unit_del(b,165)].
8216 prior(Ps(c1,c2),successor(f1(c3),c3)) | prior(region(c1),successor(x,c3)) | -generator(x).  [resolve(8204,b,131,c)].
8505 prior(Ps(c1,c2),successor(f1(c3),c3)) | prior(region(c1),successor(f1(successor(f1(c3),c3)),c3)).  [resolve(8216,c,167,a)].
10173 prior(Ps(c2,c1),c3) | prior(Ps(c2,c2),successor(f1(c3),c3)).  [resolve(4137,c,296,b),merge(c)].
10176 prior(Ps(c2,c1),c3) | prior(Os(c1,c2),successor(f1(c3),c3)).  [resolve(10173,b,293,c),merge(b)].
10185 prior(Ps(c2,c1),c3) | prior(ECs(c1,c2),c3).  [resolve(10176,b,237,b)].
10263 prior(Ps(c2,c1),c3) | prior(connect(c1,c2),c3).  [resolve(10185,b,88,a)].
10267 prior(Ps(c2,c1),c3) | prior(region(c1),c3).  [resolve(10263,b,72,b),unit_del(b,158)].
10275 prior(Ps(c2,c1),c3) | prior(Ps(c1,c1),c3) | prior(connect(f2(c1,c1,c3),c1),c3).  [resolve(10267,b,138,c),unit_del(c,158)].
10882 prior(Ps(c2,c1),c3) | prior(Ps(c1,c1),c3) | -prior(region(c1),c3).  [resolve(10275,c,139,d),merge(c),unit_del(c,158)].
10887 prior(Ps(c2,c1),c3) | prior(Ps(c1,c1),c3).  [resolve(10882,c,10267,b),merge(c)].
10920 prior(Ps(c1,c1),c3) | prior(region(c1),c3).  [resolve(10887,a,77,a)].
10922 prior(Ps(c1,c1),c3) | prior(connect(f2(c1,c1,c3),c1),c3).  [resolve(10920,b,138,c),merge(b),unit_del(b,158)].
10966 prior(Ps(c1,c1),c3) | -prior(region(c1),c3).  [resolve(10922,b,139,d),merge(b),unit_del(b,158)].
10995 prior(Ps(c1,c1),c3).  [resolve(10966,b,10920,b),merge(b)].
10996 prior(Ps(c1,c1),successor(x,c3)) | -generator(x) | changes(c3,Ps(c1,c1)).  [resolve(10995,a,156,b),unit_del(a,158)].
11000 prior(Os(c1,x),c3) | -prior(Ps(c1,x),c3).  [resolve(10995,a,87,c),unit_del(b,158)].
11001 prior(region(c1),c3).  [resolve(10995,a,77,a)].
11314 prior(Ps(c1,c1),successor(f1(c3),c3)) | changes(c3,Ps(c1,c1)).  [resolve(10996,b,163,a)].
11315 prior(Ps(c1,c1),successor(f1(c3),c3)) | changes(c3,region(c1)).  [resolve(11314,b,155,a)].
11317 prior(Ps(c1,c1),successor(f1(c3),c3)) | -prior(region(c1),successor(x,c3)).  [resolve(11315,b,137,b),unit_del(c,11001)].
11533 prior(Ps(c1,c1),successor(f1(c3),c3)) | prior(Ps(c1,c2),successor(f1(c3),c3)).  [resolve(11317,b,8505,b)].
11711 prior(Ps(c1,c1),successor(f1(c3),c3)) | prior(region(c1),successor(f1(c3),c3)).  [resolve(11533,b,76,a)].
11721 prior(Ps(c1,c1),successor(f1(c3),c3)).  [resolve(11711,b,11317,b),merge(b)].
11724 prior(Ps(c1,c2),c3) | prior(Os(c1,c2),successor(f1(c3),c3)).  [resolve(11721,a,390,c)].
11730 prior(Os(c1,x),successor(f1(c3),c3)) | -prior(Ps(c1,x),successor(f1(c3),c3)).  [resolve(11721,a,87,c),unit_del(b,165)].
11731 prior(region(c1),successor(f1(c3),c3)).  [resolve(11721,a,77,a)].
11808 -changes(c3,region(c1)).  [ur(137,a,11731,a,c,11001,a)].
11885 prior(Ps(c2,c1),c3) | prior(Ps(c1,c2),c3) | -prior(region(c2),successor(x,c3)) | -prior(region(c2),c3).  [back_unit_del(2896),unit_del(b,11808)].
12214 prior(Ps(c1,c2),c3) | prior(ECs(c1,c2),c3).  [resolve(11724,b,237,b)].
12226 prior(Ps(c1,c2),c3) | -prior(Os(c1,c2),c3).  [resolve(12214,b,89,a)].
12227 prior(Ps(c1,c2),c3) | prior(connect(c1,c2),c3).  [resolve(12214,b,88,a)].
12254 prior(Ps(c1,c2),c3) | prior(region(c2),c3).  [resolve(12227,b,73,b),unit_del(b,158)].
12255 prior(Ps(c1,c2),c3) | prior(Ps(c2,c2),c3) | prior(connect(f2(c2,c2,c3),c2),c3).  [resolve(12254,b,138,c),unit_del(c,158)].
13118 prior(Ps(c1,c2),c3) | prior(Ps(c2,c2),c3) | -prior(region(c2),c3).  [resolve(12255,c,139,d),merge(c),unit_del(c,158)].
13123 prior(Ps(c1,c2),c3) | prior(Ps(c2,c2),c3).  [resolve(13118,c,12254,b),merge(c)].
13127 prior(Ps(c1,c2),c3) | prior(Os(x,c2),c3) | -prior(Ps(c2,x),c3).  [resolve(13123,b,87,d),unit_del(c,158)].
14775 prior(Ps(c2,c1),c3) | prior(Ps(c1,c2),c3) | -prior(region(c2),c3).  [resolve(11885,c,499,b),merge(d)].
14776 prior(Ps(c2,c1),c3) | prior(Ps(c1,c2),c3).  [resolve(14775,c,12254,b),merge(c)].
14779 prior(Ps(c1,c2),c3) | prior(Os(c1,c2),c3).  [resolve(14776,a,13127,c),merge(b)].
14786 prior(Ps(c1,c2),c3).  [resolve(14779,b,12226,b),merge(b)].
14793 prior(Os(c1,c2),c3).  [resolve(14786,a,11000,b)].
14795 prior(Ps(c1,c2),successor(x,c3)) | -generator(x) | changes(c3,Ps(c1,c2)).  [resolve(14786,a,156,b),unit_del(a,158)].
14803 prior(region(c2),c3).  [resolve(14786,a,77,a)].
14812 prior(connect(c1,c2),successor(f1(c3),c3)).  [back_unit_del(275),unit_del(b,14793)].
14827 prior(Os(c1,c2),successor(x,c3)) | -generator(x) | changes(c3,Os(c1,c2)).  [resolve(14793,a,156,b),unit_del(a,158)].
14859 prior(region(c2),successor(f1(c3),c3)).  [resolve(14812,a,73,b),unit_del(a,165)].
14870 -changes(c3,region(c2)).  [ur(137,a,14859,a,c,14803,a)].
15453 prior(Ps(c1,c2),successor(f1(c3),c3)) | changes(c3,Ps(c1,c2)).  [resolve(14795,b,163,a)].
15537 prior(Os(c1,c2),successor(f1(c3),c3)) | changes(c3,Os(c1,c2)).  [resolve(14827,b,163,a)].
15545 prior(Os(c1,c2),successor(f1(c3),c3)) | -changes(c3,Ps(c1,c2)).  [resolve(15537,b,121,a),unit_del(c,11808),unit_del(d,14870)].
15548 prior(Os(c1,c2),successor(f1(c3),c3)) | prior(Ps(c1,c2),successor(f1(c3),c3)).  [resolve(15545,b,15453,b)].
16449 prior(Ps(c1,c2),successor(f1(c3),c3)) | prior(ECs(c1,c2),c3).  [resolve(15548,a,237,b)].
16458 prior(Ps(c1,c2),successor(f1(c3),c3)).  [resolve(16449,b,89,a),unit_del(b,14793)].
16459 prior(Os(c1,c2),successor(f1(c3),c3)).  [resolve(16458,a,11730,b)].
16473 prior(ECs(c1,c2),c3).  [back_unit_del(237),unit_del(b,16459)].
16546 $F.  [resolve(16473,a,89,a),unit_del(a,14793)].

============================== end of proof ==========================
